time_step,tvd
1,1.43669543717818
2,0.383661275276877
3,0.125414635295141
4,0.0192087000043638
5,0.0719277023723863
6,0.104347139504844
7,0.335098079306783
8,0.144158849912768
9,0.0451324038605003
10,0.0496108818301946
11,0.0281826902564113
12,0.0642891529937161
13,0.0959404794932174
14,0.210186215279159
15,0.175436459330943
16,0.215810298329779
17,0.153653307340972
18,0.114115568441734
19,0.096657791098641
20,0.0483180514246983
